"FONDO","CONCURSO","ANIO","CONTRATO","TITULO","FECHA_INICIO","FECHA_FIN","NOMBRE_SOLICITANTE","DISTRITO","PROVINCIA","DEPARTAMENTO","UBIGEO","MONTO_RNR","MONTO_FINANCIERO","MONTO_NO_FINANCIERO","MONEDA","FECHA_CORTE"
"FIDECOM","MEJORA DE LA CALIDAD - INDIVIDUAL",2018,"369-FIDECOM-INNOVATEPERU-CMCEI-2018","IMPLEMENTACIÓN Y CERTIFICACIÓN DEL SISTEMA GLOBAL G.A.P. PARA PRODUCCIÓN DE GRANADILLA Y ROCOTO EN LA EMPRESA  EMANPROIN AGROECO S.R.L. EN LA PROVINCIA DE HUANUCO",20181011,20201230,"EMPRESA MANZANEDO DE PRODUCCION E INDUSTRIALIZACION AGROPECUARIA ECOLOGICA SOCIEDAD COMERCIAL DE RES","CHINCHAO","HUANUCO","HUANUCO",100103,36268.2900,14491.2100,21797.0000,"SOLES",20231030
"FIDECOM","MEJORA DE LA CALIDAD - INDIVIDUAL",2018,"371-FIDECOM-INNOVATEPERU-CMCEI-2018","IMPLEMENTACIÓN Y CERTIFICACIÓN DEL SISTEMA HACCP PARA LA PRODUCCIÓN Y ENVASADO DE KING KONG PARA LA EMPRESA INDUSTRIA DEL DULCE LAMBAYECANO E.I.R.L.",20181009,20200209,"INDUSTRIA DEL DULCE LAMBAYECANO EIRL","LAMBAYEQUE","LAMBAYEQUE","LAMBAYEQUE",140301,39540.9400,20249.0600,21600.0000,"SOLES",20231030
"FIDECOM","MEJORA DE LA CALIDAD - INDIVIDUAL",2018,"372-FIDECOM-INNOVATEPERU-CMCEI-2018","IMPLEMENTACION Y CERTIFICACIÓN DE LOS PRINCIPIOS GENERALES DE HIGIENE (PGH) EN EL PROCESAMIENTO\, ENVASADO Y DISTRIBUCIÓN DE HELADOS ARTESANALES DE LA EMPRESA URBAN DELI S.A.C.",20181009,20200808,"URBAN DELI S.A.C.","CHICLAYO","CHICLAYO","LAMBAYEQUE",140101,33722.3100,18397.6900,15900.0000,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDIMIENTOS DINAMICOS",2018,"373-INNOVATEPERU-EDI-2018","MAPSALUD",20181107,20200406,"MAPSALUD S.A.C.","SANTIAGO DE SURCO","LIMA","LIMA",150140,150000.0000,42857.1400,21428.5600,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES",2018,"374-INNOVATEPERU-EIN-2018","TUKUTIN ",20181025,20191025,"TUKUTIN S.A.C.","SAN ISIDRO","LIMA","LIMA",150131,54950.0000,7850.0000,15700.0000,"SOLES",20231030
"FIDECOM","PIMEN",2018,"375-FIDECOM-INNOVATEPERU-PIMEN-2018","DESARROLLO DE UN SISTEMA PREFABRICADO DE VIVIENDAS ECONÓMICAS\, CONFORTABLES\, AUTOCONSTRUIBLES Y ANTISÍSMICAS COMO ALTERNATIVA A LAS VIVIENDAS CONVENCIONALES",20181025,20220124,"INVERSIONES MONTEMAR S.A.C.","SANTIAGO DE SURCO","LIMA","LIMA",150140,149897.2200,44661.4800,111500.0000,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES",2018,"376-INNOVATEPERU-EIN-2018","NANA YA - SEGURIDAD & DIVERSIÓN",20181107,20200406,"SERVICIOS & CUIDADOS NANAYA S.A.C.","MARIANO MELGAR","AREQUIPA","AREQUIPA",040109,55000.0000,7860.0000,15712.0000,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES",2018,"377-INNOVATEPERU-EIN-2018","QOST APP",20181126,20200626,"GOVECH GROUP S.A.C.","MIRAFLORES","LIMA","LIMA",150122,55000.0000,7857.1400,15714.2900,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES",2018,"378-INNOVATEPERU-EIN-2018","FDEX.PE",20181025,20200323,"MANRIQUE OLIVERA BERNARDINO JAIR","","","","",39000.0000,6000.0000,11000.0000,"SOLES",20231030
"FINCYT III","PROYECTOS DE INNOVACIÓN EMPRESARIAL",2018,"379-INNOVATEPERU-PIEC1-2018","DISEÑO Y FABRICACIÓN DE UN PROTOTIPO GENERADOR DE OZONO DE ALTA CAPACIDAD Y EFICIENCIA PARA TRATAMIENTO DE AGUAS Y EFLUENTES POR EL MÉTODO DE DESCARGA CORONA",20181108,20211007,"HIDROTECNOLOGIA   S.R.L.","AREQUIPA","AREQUIPA","AREQUIPA",040101,289313.5000,34000.2200,20781.6000,"SOLES",20231030
"FIDECOM","MEJORA DE LA CALIDAD - INDIVIDUAL",2018,"380-FIDECOM-INNOVATEPERU-CMCEI-2018","IMPLEMENTACIÓN Y CERTIFICACIÓN DE UN SISTEMA INTEGRADO DE GESTIÓN SEGÚN ISO 9001:2015\, ISO 14001:2015\, ISO 45001:2018 EN LA EMPRESA CJ TELECOM SAC.",20181002,20200302,"CJ TELECOM SAC","LIMA","LIMA","LIMA",150101,36665.0000,20990.0000,15685.0000,"SOLES",20231030
"FINCYT III","PASANTIAS TECNOLÓGICAS",2018,"027-INNOVATEPERU-PT-2018-SI","PASANTÍA EN EUROPA PARA APRENDER NUEVAS TÉCNICAS ECO-AMIGABLES PARA EL CURTIDO\, TEÑIDO Y ACABADO EN CUERO PARA SU POSTERIOR APLICACIÓN EN NUESTRO CUERO ECO-AMIGABLE ADAPTANDO ESTAS TÉCNICAS INNOVADORAS A NUESTRA REALIDAD DEL PERÚ",20180507,20180507,"JACQUE MARISE S.A.C.","YANAHUARA","AREQUIPA","AREQUIPA",040126,14999.9700,4038.4600,4038.4500,"DOLARES",20231030
"FINCYT III","MISIONES TECNOLÓGICAS",2018,"023-INNOVATEPERU-MT-2018-SI","MISIÓN TECNOLÓGICA A ULM\, WAIN Y MUNICH EN ALEMANIA PARA TRANSFERENCIA TECNOLÓGICA DE TECNOLOGÍAS DE ACCESO BÁSICO ENERGÉTICO DE AVANZADA A EMPRESAS PERUANAS",20180911,20180911,"FARO CORPORATION SOCIEDAD ANONIMA CERRADA - FARO CORPORATION S.A.C.","TARAPOTO","SAN MARTIN","SAN MARTIN",220901,12331.7500,12653.0000,3575.0000,"DOLARES",20231030
"FINCYT III","MISIONES TECNOLÓGICAS",2018,"024-INNOVATEPERU-MT-2018-SI","MISIÓN TECNOLÓGICA DE EMPRESARIOS DE CONFECCIÓN DE PRENDAS DE VESTIR DE GAMARRA A LAS FERIAS INTERNACIONALES  DE MODA TEXWORLD Y PREMIER VISION 2018 PARÌS- FRANCIA\,  PARA VER  PRODUCTOS Y PROCESOS INNOVADORES QUE PERMITEN ELEVAR EL NIVEL COMPETITIVO .",20180914,20180914,"TEXTIL PEPUÑO S.A.C.","LA VICTORIA","CHICLAYO","LAMBAYEQUE",140106,11580.4900,11096.0000,4950.0000,"DOLARES",20231030
"FINCYT III","MISIONES TECNOLÓGICAS",2018,"025-INNOVATEPERU-MT-2018-SI","MISIÓN TECNOLÓGICA A ÁMSTERDAM\, TURÍN Y BOLOÑA PARA IDENTIFICAR TENDENCIAS Y HERRAMIENTAS TECNOLÓGICAS APLICADAS AL SECTOR EDUCATIVO QUE INTEGREN LAS TICS Y QUE PUEDAN SER TROPICALIZADAS Y COMERCIALIZADAS COMO PRODUCTOS Y SERVICIOS EDUCATIVOS INNOVADORES.",20180913,20180913,"VERDEVERDE LA REVOLUCION","MIRAFLORES","AREQUIPA","AREQUIPA",040110,29507.5700,5300.0000,29900.0000,"DOLARES",20231030
"FINCYT III","MISIONES TECNOLÓGICAS",2018,"026-INNOVATEPERU-MT-2018-SI","MISIÓN TECNOLÓGICA A USA\, PARA PARTICIPAR EN FERIA IMTS2018 EN CHICAGO Y VISITA TECNOLÓGICA A LA EMPRESA KENNAMETAL\, ESPECIALISTA EN MÁQUINAS HERRAMIENTAS\, CON EL OBJETIVO DE ADQUIRIR NUEVOS CONOCIMIENTOS DEL SECTOR METALMECÁNICO Y DISEÑO INDUSTRIAL.",20180914,20180914,"FACTORIA LIBERTAD SOCIED.COMER.RESP.LTDA","PIURA","PIURA","PIURA",200101,11240.8100,8200.0000,1400.0000,"DOLARES",20231030
"FINCYT III","MISIONES TECNOLÓGICAS",2018,"029-INNOVATEPERU-MT-2018-SI","MISIÓN DE PROSPECCIÓN TECNOLÓGICA A CHINA PARA ABSORCIÓN DE KNOW-HOW Y FORTALECIMIENTO DE COMPETENCIAS DE MIPYMES",20180920,20180920,"SOCIEDAD NACIONAL DE INDUSTRIAS","SAN ISIDRO","HUAYTARA","HUANCAVELICA",090612,30000.0000,12500.0000,7500.0000,"DOLARES",20231030
"FINCYT III","MISIONES TECNOLÓGICAS",2018,"030-INNOVATEPERU-MT-2018-SI","MISIÓN TECNOLÓGICA A COLOMBIA PARA PARTICIPAR DE LA XIX CONFERENCIA INTERNACIONAL SOBRE ACEITE DE PALMA",20180924,20180924,"VIKTOYS SOCIEDAD ANONIMA CERRADA","SANTIAGO DE SURCO","LIMA","LIMA",150140,6837.7800,2931.0000,1360.0000,"DOLARES",20231030
"FINCYT III","MISIONES TECNOLÓGICAS",2018,"031-INNOVATEPERU-MT-2018-SI","MISIÓN TECNOLÓGICA A CARTAGENA DE INDIAS\, COLOMBIA PARA PARTICIPAR DE LA XIX CONFERENCIA INTERNACIONAL SOBRE ACEITE DE PALMA PARA EL SECTOR AGROINDUSTRIAL. ",20180924,20180924,"VIKTOYS SOCIEDAD ANONIMA CERRADA - VIKTOYS S.A.C.","SANTIAGO DE SURCO","LIMA","LIMA",150140,4445.1300,6000.0000,2900.0000,"DOLARES",20231030
"FINCYT III","MISIONES TECNOLÓGICAS",2018,"032-INNOVATEPERU-MT-2018-SI","MISIÓN TECNOLÓGICA A EGIPTO Y FRANCIA PARA EL  FORTALECIMIENTO DE CAPACIDADES TÉCNICAS Y PRODUCTIVAS DE LAS EMPRESAS OLIVÍCOLAS.",20180925,20180925,"ASOCIACION PRO OLIVO","TACNA","TACNA","TACNA",230101,11734.1500,7250.0000,3900.0000,"DOLARES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDIMIENTOS DINAMICOS",2018,"383-INNOVATEPERU-EDI-2018","GREENTECH INNOVATIONS",20181025,20200625,"GREENTECH INNOVATIONS S.A.C.","SANTIAGO DE SURCO","LIMA","LIMA",150140,150000.0000,42857.1400,21428.5700,"SOLES",20231030
"FIDECOM","MEJORA DE LA CALIDAD - INDIVIDUAL",2018,"384-FIDECOM-INNOVATEPERU-CMCEI-2018","IMPLEMENTACIÓN Y CERTIFICACIÓN DE UN SISTEMA INTEGRADO DE GESTIÓN EN BASE A LAS NORMAS ISO 9001:2015\, ISO 14001:2015  E ISO 45001:2018",20181011,20200111,"H & V DESARROLLO E INGENIERIA DE PROYECTOS S.A.C.","LURIGANCHO","LIMA","LIMA",150118,45000.0000,19221.4800,25800.0000,"SOLES",20231030
"FIDECOM","MEJORA DE LA CALIDAD - INDIVIDUAL",2018,"385-FIDECOM-INNOVATEPERU-CMCEI-2018","IMPLEMENTACIÓN Y CERTIFICACIÓN DE UN SISTEMA INTEGRADO DE GESTIÓN BASADO EN LAS NORMAS ISO 9001:2015 Y OHSAS 18001:2007",20181015,20200714,"ANTAHURAN S.A.C.","INDEPENDENCIA","HUARAZ","ANCASH",020105,40847.4600,20552.5400,23580.0000,"SOLES",20231030
"FINCYT III","PROYECTOS DE INNOVACIÓN EMPRESARIAL",2018,"387-INNOVATEPERU-PIEC1-2018","VALIDAR UN SISTEMA DE MANEJO DEL CULTIVO DE PIÑA VARIEDAD MD2 EN CONDICIONES AGROECOLÓGICAS DEL DISTRITO DE PIURA\, REGIÓN PIURA",20181109,20220109,"FINE DRIED FRUITS S.A.C.","PIURA","PIURA","PIURA",200101,299966.2100,41685.7900,42720.0000,"SOLES",20231030
"FIDECOM","PIMEN",2018,"388-FIDECOM-INNOVATEPERU-PIMEN-2018","DESARROLLO DE UN SISTEMA TÉRMICO PILOTO - SOLAR\, DE EFICIENCIA OPTIMIZADA POR GESTIÓN DE NIVELES ENTÁLPICOS DE UN FLUIDO CALOPORTADOR\, APLICADO AL TRATAMIENTO DE PEQUEÑOS VOLÚMENES DE PRODUCCIÓN DE PRENDAS DE FIBRA DE ALPACA ",20181121,20200921,"FLORES COSI AURELIANO","JOSE LUIS BUSTAMANTE Y RIVERO","AREQUIPA","AREQUIPA",040129,79944.0700,8755.9300,9600.0000,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDIMIENTOS DINAMICOS",2018,"390-INNOVATEPERU-EDI-2018","MEJORANDO VIDAS CON ACCESO A TECNOLOGÍAS LIMPIAS - COCINAS MEJORADAS PORTÁTILES\, A TRAVÉS DE PROMOTORES RURALES EN LA AMAZONÍA PERUANA",20181107,20200907,"FARO CORPORATION SOCIEDAD ANONIMA CERRADA - FARO CORPORATION S.A.C.","TARAPOTO","SAN MARTIN","SAN MARTIN",220901,150000.0000,42857.1400,21428.5600,"SOLES",20231030
"FIDECOM","MEJORA DE LA CALIDAD - INDIVIDUAL",2018,"391-FIDECOM-INNOVATEPERU-CMCEI-2018","IMPLEMENTACIÓN Y CERTIFICACIÓN DEL SISTEMA DE GESTIÓN AMBIENTAL ISO 14001:2015",20181025,20200525,"SOLUCIONES Y MANTENIMIENTO INTEGRAL S.R.L.","VILLA EL SALVADOR","LIMA","LIMA",150142,45000.0000,58914.0000,39000.0000,"SOLES",20231030
"FIDECOM","MEJORA DE LA CALIDAD - INDIVIDUAL",2018,"392-FIDECOM-INNOVATEPERU-CMCEI-2018","IMPLEMENTACIÓN Y CERTIFICACIÓN ORGÁNICA EN LA CACE VALLE SANTA CRUZ RIO TAMBO LTDA.",20181024,20200124,"COOPERATIVA AGROPECUARIA CAFETALERA ECOLOGICA VALLE SANTA CRUZ - RIO TAMBO LTDA","SATIPO","SATIPO","JUNIN",120601,40000.0000,19000.0000,21000.0000,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES",2018,"395-INNOVATEPERU-EIN-2018","INGENIEROSTOP.COM",20181107,20200105,"JOSÉ LUIS VILCAHUAMÁN TOVAR","SAN MIGUEL","LIMA","LIMA",150136,54996.0000,7857.0000,15713.0000,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES",2018,"397-INNOVATEPERU-EIN-2018","ANDINO ART",20181120,20200218,"CHAVEZ LLANCAY MONICA ALEXANDRA","CUSCO","CUSCO","CUSCO",080101,50000.0000,7250.0000,14300.0000,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES",2018,"398-INNOVATEPERU-EIN-2018","WAYSTED",20181107,20200506,"WAYSTED CORPORATION S.A.","SANTIAGO DE SURCO","LIMA","LIMA",150140,38500.0000,5500.0000,11000.0000,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES",2018,"400-INNOVATEPERU-EIN-2018","VIDEOJUEGO \"WIRA Y TAKSA\, CONTRA EL MAESTRO DE LA GRAVEDAD\"",20181107,20210306,"3S DESIGN SOCIEDAD ANONIMA CERRADA","BARRANCO","LIMA","LIMA",150104,55000.0000,7857.1400,15714.2900,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES",2018,"401-INNOVATEPERU-EIN-2018","ENTREGAS WANDO",20181120,20200419,"CUEVA CHAMORRO DIEGO ALONSO","TRUJILLO","TRUJILLO","LA LIBERTAD",130101,55000.0000,7857.1400,15714.2900,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES",2018,"402-INNOVATEPERU-EIN-2018","SUSII SISTEMA DE FACTURACIÓN INTELIGENTE",20181123,20191123,"NEAX S.A.C.","JOSE LUIS BUSTAMANTE Y RIVERO","AREQUIPA","AREQUIPA",040129,52500.1000,7857.3000,15086.0300,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES",2018,"403-INNOVATEPERU-EIN-2018","SMART BUS",20181122,20191122,"CARRASCO QUISPE ANDRES","AREQUIPA","AREQUIPA","AREQUIPA",040101,54900.0000,7950.0000,15710.0000,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES",2018,"405-INNOVATEPERU-EIN-2018","MIBOLSILLO",20181120,20200519,"LAVALLE SUSANIBAR CESAR AUGUSTO","SAN MARTIN DE PORRES","LIMA","LIMA",150135,50000.0000,14500.0000,14500.0000,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDIMIENTOS DINAMICOS",2018,"406-INNOVATEPERU-EDI-2018","APURATA - CREDITOS PARA PERSONAS SIN HISTORIAL DE CREDITO",20181120,20200520,"TECNO CREDITOS S.A.C.","SAN ISIDRO","LIMA","LIMA",150131,150000.0000,70000.0000,10000.0000,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDIMIENTOS DINAMICOS",2018,"407-INNOVATEPERU-EDI-2018","BEDERR WALLET",20181122,20200822,"BEDERR SOCIEDAD ANONIMA CERRADA - BEDERR S.A.C.","MIRAFLORES","LIMA","LIMA",150122,150000.0000,42857.1400,21428.5700,"SOLES",20231030
"FINCYT III","PROYECTOS DE INNOVACIÓN EMPRESARIAL",2018,"408-INNOVATEPERU-PIEC1-2018","DESARROLLO DE UN PROCESO DE GALVANIZADO POR DIFUSIÓN TÉRMICA DE ESPESOR CONTROLADO\, PARA MEJORAR LA PRODUCTIVIDAD Y LA CALIDAD EN LA PRODUCCIÓN DE PIEZAS GALVANIZADAS POR INMERSIÓN\, DE LAS PYMES DEL PERÚ",20181108,20210607,"MYZ SERVICIOS TECNICOS COMERCIALES S.R.L","ATE","LIMA","LIMA",150103,280431.6500,38820.7000,39200.0000,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDIMIENTOS DINAMICOS",2018,"409-INNOVATEPERU-EDI-2018","SINERGIATECH",20181120,20200319,"IMPULSA TEC S.A.C.","PIURA","PIURA","PIURA",200101,147300.0000,42085.7100,21042.8600,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES",2018,"410-INNOVATEPERU-EIN-2018","WEAR AND LOOP",20181220,20210919,"ALQVEST S.A.C. - ALQV S.A.C.","MIRAFLORES","LIMA","LIMA",150122,55000.0000,7857.1400,15714.2850,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES - BIO",2018,"411-INNOVATEPERU-EINBIO-2018","BIO PLANT",20181120,20191120,"RECIPIENTES Y ENVASES ECOLÓGICOS PERUANOS JAK PLANT S.A.C.","SAN JUAN DE LURIGANCHO","LIMA","LIMA",150132,55000.0000,7857.1428,15714.2900,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES",2018,"412-INNOVATEPERU-EIN-2018","WE HOST S.A.C.",20181120,20200519,"CHECK CLEAN S.A.C","BARRANCO","LIMA","LIMA",150104,54999.9900,7857.1400,15714.2800,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES",2018,"413-INNOVATEPERU-EIN-2018","FRIENDLY EAT",20181120,20200219,"IBARRA CORONADO CAROLINA DENISSE","SANTIAGO DE SURCO","LIMA","LIMA",150140,54999.0000,7857.0300,15714.0000,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES",2018,"414-INNOVATEPERU-EIN-2018","QEESTUDIAR",20181120,20200219,"MARCILLA FLORES JOSEPH BRYAN","ATE","LIMA","LIMA",150103,55000.0000,7857.1400,15714.2900,"SOLES",20231030
"FIDECOM","MEJORA DE LA CALIDAD - INDIVIDUAL",2018,"415-FIDECOM-INNOVATEPERU-CMCEI-2018","IMPLEMENTACION Y CERTIFICACIÓN DEL SISTEMA DE CALIDAD GLOBAL GAP PARA LA PRODUCCIÓN DE GRANADILLA EN LA ASOCIACIÓN DE PRODUCTORES AGROPECUARIOS FRUTO DIVINO DEL C.P SHUMBANA\, DISTRITO SANTA ROSA\, PROVINCIA JAÉN\, DEPARTAMENTO CAJAMARCA. ",20181112,20201112,"ASOCIACION DE PRODUCTORES AGROPECUARIOS FRUTO DIVINO","SANTA ROSA","JAEN","CAJAMARCA",060812,41698.3000,17851.7000,24000.0000,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES",2018,"416-INNOVATEPERU-EIN-2018","FITNESS PASS",20181120,20200129,"FITNESS PASS S.A.C.","","","","",55000.0000,7857.1400,15714.2900,"SOLES",20231030
"FIDECOM","MEJORA DE LA CALIDAD - INDIVIDUAL",2018,"417-FIDECOM-INNOVATEPERU-CMCEI-2018","PROCESO DE CERTIFICACIÓN ORGÁNICA EN LAS LINEAS DE PRODUCCIÓN\, TRANSFORMACIÓN Y COMERCIALIZACIÓN DE CACAO Y CHOCOLATE EN LA EMPRESA AMAZONA CHOCOLATE SAC. PARA SU INTERNACIONALIZACIÓN Y CONSOLIDACIÓN NACIONAL.",20181026,20191126,"AMAZONA CHOCOLATE S.A.C.","LA MOLINA","LIMA","LIMA",150114,44933.9100,19266.0900,25900.0000,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDIMIENTOS DINAMICOS",2018,"419-INNOVATEPERU-EDI-2018","AGENTE CASH",20181214,20201114,"CTIN TEK S.A.C.","CHACHAPOYAS","CHACHAPOYAS","AMAZONAS",010101,150000.0000,42857.1400,21430.0000,"SOLES",20231030
"FIDECOM","MEJORA DE LA CALIDAD - INDIVIDUAL",2018,"421-FIDECOM-INNOVATEPERU-CMCEI-2018","CERTIFICACIÓN DE LAS BUENAS PRÁCTICAS DE MANUFACTURA EN EL PROCESO DE ELABORACIÓN DE BEBIDAS NO ALCOHÓLICAS A BASE DE FRUTAS\, CEREALES Y OTROS VEGETALES PARA LA EMPRESA ZELKOVA S.A.C. ",20181029,20200829,"ZELKOVA S.A.C.","LA VICTORIA","LIMA","LIMA",150115,27145.7600,12704.2400,14560.0000,"SOLES",20231030
"FIDECOM","PIMEN",2018,"422-FIDECOM-INNOVATEPERU-PIMEN-2018","DESARROLLO DE UN PROTOTIPO DE AISLADOR SÍSMICO QUE SE ADECUE A LAS CARACTERÍSTICAS CONSTRUCTIVAS\, SUELOS Y SISMOS EN EL PAÍS",20181120,20200920,"TRABICON S.A.C.","VILLA EL SALVADOR","LIMA","LIMA",150142,93000.0000,10700.0000,13200.0000,"SOLES",20231030
"FIDECOM","MEJORA DE LA CALIDAD - INDIVIDUAL",2018,"424-FIDECOM-INNOVATEPERU-CMCEI-2018","IMPLEMENTACION Y CERTIFICACION ISO 9001",20181112,20191112,"INVERSIONES GENERALES CENTAURO INGENIEROS S.A.C.","EL TAMBO","HUANCAYO","JUNIN",120114,38750.9600,19068.6400,22550.0000,"SOLES",20231030
"FINCYT III","PROYECTOS DE INNOVACIÓN EMPRESARIAL",2018,"425-INNOVATEPERU-PIEC1-2018","DISEÑO Y FABRICACIÓN DE UN DISPENSADOR INTELIGENTE DE MEDICAMENTOS DE DOSIS UNITARIA PARA ENFERMERAS.",20181120,20191120,"LOLIMSA CONSULTORIA DE SISTEMAS S.A.C.","SAN BORJA","LIMA","LIMA",150130,211118.6500,85831.3500,126325.0000,"SOLES",20231030
"FINCYT III","PROYECTOS DE INNOVACIÓN EMPRESARIAL",2018,"427-INNOVATEPERU-PIEC1-2018","DESARROLLO DE UN NÚCLEO GENÉTICO ÉLITE PARA LA RECONVERSIÓN GENÉTICA Y MEJORAMIENTO GENÉTICO SOSTENIDO DE LA GANADERÍA BOVINA DE CARNE EN LA REGIÓN LA LIBERTAD.",20181126,20211025,"LACTEA S.A","TRUJILLO","TRUJILLO","LA LIBERTAD",130101,300000.0000,100200.0000,93400.0000,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES",2018,"428-INNOVATEPERU-EIN-2018","COMODIN                      ",20181120,20191120,"IBAÑEZ NERI NILTON ALEX","TRUJILLO","TRUJILLO","LA LIBERTAD",130101,50000.0000,7180.0000,14290.0000,"SOLES",20231030
"FIDECOM","MEJORA DE LA CALIDAD - INDIVIDUAL",2018,"430-FIDECOM-INNOVATEPERU-CMCEI-2018","\"IMPLEMENTACIÓN Y CERTIFICACIÓN DE UN SISTEMA INTEGRADO DE GESTIÓN ISO 9001:2015\"",20181112,20200112,"SGK SERVICIOS GENERALES S.A.C. - SGK SAC","SANTA ANITA","LIMA","LIMA",150137,34666.1000,15533.9000,20100.0000,"SOLES",20231030
"FOMITEC","CAPITAL SEMILLA PARA EMPRENDIMIENTOS DINAMICOS",2018,"431-INNOVATEPERU-EDI-2018","SUPERVISIÓN REMOTA DE OPERACIONES DE MAQUINARIA PESADA",20181210,20191210,"GRUPO QAIRA S.A.C.","LA MOLINA","LIMA","LIMA",150114,150000.0000,42857.1400,21428.5700,"SOLES",20231030
"FIDECOM","MEJORA DE LA CALIDAD - INDIVIDUAL",2018,"432-FIDECOM-INNOVATEPERU-CMCEI-2018","IMPLEMENTACIÓN Y CERTIFICACIÓN DE UN SISTEMA DE GESTIÓN DE LA CALIDAD EN BASE A LA NORMA ISO 9001:2015 EN LA EMPRESA PREVECON SAC",20181108,20191108,"PREVECON S.A.C","MIRAFLORES","LIMA","LIMA",150122,42000.0000,18993.0000,27200.0000,"SOLES",20231030
"FIDECOM","PIMEN",2018,"433-FIDECOM-INNOVATEPERU-PIMEN-2018","MEJORA DEL PROCESO DE SECADO Y ESTIRADO DE CUEROS USANDO UN SISTEMA QUE APROVECHA LA ENERGIA SOLAR DIRIGIDA  A PEQUEÑAS CURTIEMBRES DE LA REGION AREQUIPA",20190319,20200519,"CESPEDES ZAMATA ALEJANDRO NESTOR","CERRO COLORADO","AREQUIPA","AREQUIPA",040104,79994.9200,8905.0800,12500.0000,"SOLES",20231030
"FINCYT III","PROYECTOS DE INNOVACIÓN EMPRESARIAL",2018,"435-INNOVATEPERU-PIEC1-2018","DESARROLLO DE UN KIT PROTOTIPO PARA TRANSFORMAR EQUIPOS DE MINERÍA SUBTERRÁNEA DIESEL A EQUIPOS ELÉCTRICOS A BATERÍAS PARA SOLUCIONAR LOS PROBLEMAS DE CONTAMINACIÓN Y ALTOS COSTOS DE VENTILACIÓN.",20181126,20201026,"WU SERVICIOS S.A.C.","VILLA EL SALVADOR","LIMA","LIMA",150142,282376.2600,120018.1400,162470.0000,"SOLES",20231030
"FIDECOM","VALIDACIÓN Y EMPAQUETAMIENTO DE INNOVACIONES",2018,"041-FIDECOM-INNOVATEPERU-PVE-2018-SI","DESARROLLO DE BOLSAS DE PERROS",20181212,20181212,"CORPORACION ANALPES PERU S.A.C.","LAS PIEDRAS","TAMBOPATA","MADRE DE DIOS",170103,145200.0000,32800.0000,30000.0000,"SOLES",20231030
"FIDECOM","VALIDACIÓN Y EMPAQUETAMIENTO DE INNOVACIONES",2018,"046-FIDECOM-INNOVATEPERU-PVE-2018-SI","VALIDACIÓN Y EMPAQUETAMIENTO DEL PROTOTIPO DE CARRO PORTATROZAS PARA EL APROVECHAMIENTO DE BAJO IMPACTO Y RENTABLE DE LOS PEQUEÑOS EXTRACTORES Y COMUNIDADES NATIVAS",20181120,20181120,"ALPI BOSQUE SAC","CONTAMANA","UCAYALI","LORETO",160601,110681.7100,89128.2900,21200.0000,"SOLES",20231030
